customer_id,cohort_month,order_month,month_number
1099,2021-01,2024-03,38
2146,2020-06,2020-06,0
3318,2020-12,2022-04,16
2503,2024-03,2024-03,0
4348,2020-02,2020-02,0
7983,2020-01,2023-04,39
3689,2020-04,2020-04,0
7947,2021-12,2022-09,9
5966,2025-03,2025-03,0
4299,2021-02,2021-02,0
2310,2020-08,2023-12,39
7524,2020-05,2020-05,0
8231,2020-12,2024-01,36
8101,2022-07,2024-10,26
1324,2020-12,2020-12,0
2363,2023-01,2023-01,0
9801,2021-09,2023-08,23
3878,2021-09,2021-09,0
6011,2020-02,2020-02,0
8878,2022-06,2022-06,0
8688,2023-09,2024-09,11
1068,2024-09,2024-09,0
7131,2020-08,2023-02,30
7465,2020-08,2020-08,0
7292,2020-01,2020-08,7
2167,2020-12,2020-12,0
3039,2021-03,2021-03,0
3660,2024-05,2024-06,0
5182,2020-07,2020-07,0
6711,2021-10,2023-06,20
7032,2021-03,2021-03,0
7313,2021-10,2024-08,34
5043,2022-04,2023-12,19
6921,2023-04,2023-04,0
1462,2022-08,2022-08,0
3422,2021-03,2021-03,0
3414,2020-02,2021-08,17
3644,2020-12,2022-08,20
7297,2022-05,2022-05,0
2316,2020-04,2020-04,0
7929,2021-11,2022-11,11
5143,2023-03,2025-03,23
9735,2020-08,2020-08,0
6045,2021-12,2021-12,0
2456,2020-11,2020-11,0
6642,2021-08,2022-08,12
4432,2020-02,2020-02,0
6047,2022-03,2022-03,0
9056,2023-01,2023-01,0
7845,2020-01,2020-01,0
5724,2020-05,2020-05,0
3890,2020-03,2020-03,0
3200,2021-01,2021-03,2
9234,2020-03,2020-03,0
4482,2022-07,2022-11,3
3993,2020-11,2021-11,11
5249,2020-12,2022-02,14
8220,2023-12,2023-12,0
2789,2020-10,2020-10,0
2307,2020-09,2021-10,12
3042,2020-03,2020-03,0
1486,2020-11,2020-11,0
8949,2022-05,2022-12,7
1155,2020-10,2022-12,26
1685,2022-10,2022-10,0
1118,2020-05,2023-04,34
5355,2020-08,2020-08,0
6521,2020-11,2023-12,36
7074,2024-05,2024-05,0
6164,2023-02,2023-04,2
7528,2023-09,2023-09,0
6833,2020-07,2021-05,9
1050,2023-03,2024-05,14
7583,2023-07,2023-07,0
1420,2020-04,2024-12,56
5578,2022-01,2022-01,0
7036,2021-01,2021-01,0
8785,2020-10,2020-10,0
4079,2021-05,2021-05,0
6278,2021-09,2021-09,0
1749,2020-02,2022-05,27
6333,2021-09,2023-01,15
8938,2021-01,2023-03,25
2333,2020-07,2020-07,0
2645,2022-03,2022-03,0
4196,2021-06,2021-06,0
9267,2021-05,2021-05,0
2426,2021-07,2021-09,2
9990,2023-05,2023-05,0
3753,2021-09,2024-01,27
8899,2021-01,2023-08,31
4987,2021-10,2021-10,0
2465,2021-03,2021-10,6
1478,2023-09,2024-02,5
7283,2020-06,2020-06,0
5220,2022-06,2022-06,0
3016,2022-08,2024-12,27
9060,2023-04,2023-04,0
6452,2020-10,2020-10,0
2059,2022-03,2023-01,10
7252,2021-04,2024-12,43
8159,2021-02,2021-02,0
5244,2020-11,2021-05,5
2824,2021-03,2021-03,0
4082,2024-09,2024-09,0
7025,2020-06,2024-11,53
7229,2021-03,2023-08,29
6092,2020-10,2020-10,0
4110,2022-11,2023-04,4
6237,2021-11,2025-01,38
3069,2020-02,2020-02,0
4639,2020-04,2020-04,0
9819,2020-01,2020-01,0
3370,2021-09,2021-09,0
4586,2020-11,2020-11,0
3415,2021-02,2024-09,43
1562,2020-03,2020-03,0
9230,2021-01,2024-07,41
5480,2020-03,2021-09,18
8836,2020-03,2021-12,20
9110,2022-11,2022-11,0
1963,2021-03,2021-10,6
3501,2023-11,2023-11,0
4687,2021-12,2021-12,0
3933,2021-11,2021-11,0
7419,2022-07,2022-07,0
3608,2021-07,2021-07,0
7427,2021-09,2021-09,0
8756,2020-07,2024-11,51
7407,2022-02,2022-09,6
5637,2020-03,2020-03,0
9978,2022-07,2024-05,22
6298,2020-02,2024-07,52
1886,2020-08,2024-05,44
5981,2021-09,2024-01,28
3253,2022-07,2024-08,25
5769,2021-03,2021-03,0
4573,2022-09,2022-09,0
1149,2023-07,2023-07,0
2670,2020-02,2020-02,0
7169,2020-08,2024-03,42
3756,2021-03,2021-03,0
6825,2021-05,2024-09,39
1859,2020-12,2024-05,41
6545,2024-01,2024-07,5
7619,2023-02,2023-02,0
4946,2021-10,2025-01,38
3826,2022-10,2022-11,0
2468,2020-06,2021-03,9
7260,2020-11,2020-11,0
8292,2020-07,2024-11,51
2910,2020-11,2020-11,0
9351,2024-08,2025-01,4
8856,2023-01,2023-01,0
2549,2022-08,2022-08,0
7290,2021-07,2021-07,0
8105,2023-06,2024-05,11
2629,2020-09,2020-09,0
9806,2020-08,2020-08,0
1323,2023-06,2024-06,12
9684,2020-01,2022-06,29
9830,2021-03,2021-03,0
3033,2022-12,2022-12,0
2922,2020-06,2021-01,6
3948,2022-01,2022-01,0
6149,2020-06,2020-06,0
4378,2022-05,2022-05,0
5206,2020-10,2020-10,0
2386,2020-06,2021-12,18
5891,2021-05,2022-04,10
3811,2020-10,2022-06,20
1001,2020-06,2023-10,40
9510,2024-07,2024-11,4
9750,2020-05,2022-10,29
9035,2021-05,2021-05,0
6769,2021-11,2024-10,34
4438,2022-02,2024-05,26
1732,2020-11,2020-11,0
3321,2023-08,2024-06,9
3198,2022-06,2022-06,0
6882,2020-03,2020-03,0
7914,2021-07,2022-09,14
5270,2022-05,2024-11,30
7554,2021-08,2024-01,29
7968,2022-04,2022-04,0
9780,2022-01,2022-01,0
5413,2020-02,2020-03,0
4156,2021-05,2021-07,2
9379,2022-07,2023-05,9
3514,2020-10,2022-04,17
7208,2020-07,2023-01,29
5055,2021-08,2021-08,0
9707,2020-10,2023-10,36
7664,2024-01,2024-01,0
2457,2022-01,2022-01,0
5476,2022-02,2025-03,37
5483,2020-05,2020-05,0
4640,2021-11,2021-11,0
3023,2021-09,2024-10,36
6022,2021-12,2022-06,5
2565,2022-10,2022-10,0
5620,2022-12,2025-04,28
2623,2022-09,2022-09,0
6210,2021-03,2021-07,4
3960,2020-08,2020-12,3
9711,2020-08,2020-08,0
8812,2020-06,2023-03,33
1155,2020-10,2020-12,2
3547,2023-12,2023-12,0
7206,2021-08,2021-08,0
1866,2021-02,2021-02,0
7064,2022-07,2022-07,0
7852,2021-09,2021-09,0
8191,2022-10,2025-02,28
9228,2020-10,2020-10,0
9529,2020-02,2020-02,0
6000,2020-12,2020-12,0
6007,2022-02,2022-05,3
2476,2020-09,2022-09,24
4932,2021-02,2022-04,14
1940,2022-01,2022-01,0
9074,2020-04,2022-11,30
7946,2020-03,2020-03,0
3235,2024-08,2024-08,0
9722,2021-04,2021-04,0
1227,2021-05,2023-05,23
1119,2020-01,2021-03,14
9754,2021-07,2021-07,0
9652,2020-11,2024-10,47
8350,2021-05,2022-03,10
9577,2020-01,2024-06,52
2230,2020-08,2023-11,38
9416,2020-04,2020-04,0
7925,2023-12,2023-12,0
7115,2022-07,2022-07,0
5092,2024-10,2024-10,0
5752,2023-06,2023-06,0
5337,2025-03,2025-03,0
7449,2022-02,2022-05,2
9446,2022-03,2022-03,0
8586,2020-09,2022-02,16
1942,2020-10,2024-12,50
8542,2020-03,2020-03,0
2755,2021-11,2024-03,28
4050,2020-11,2020-11,0
2660,2021-10,2021-10,0
2388,2022-10,2025-03,29
7729,2021-12,2021-12,0
1113,2020-01,2020-01,0
5098,2021-03,2024-01,33
7132,2020-01,2020-01,0
3984,2021-09,2024-03,29
2780,2020-10,2021-12,13
8198,2020-10,2021-07,9
8110,2022-12,2024-02,13
4251,2022-02,2022-05,3
1659,2021-11,2024-11,35
6426,2022-08,2023-11,15
4260,2020-12,2020-12,0
5354,2022-06,2023-05,10
9119,2020-02,2025-04,62
3087,2020-06,2021-02,7
9222,2022-07,2022-10,3
7370,2020-12,2020-12,0
1346,2021-01,2024-12,46
9192,2020-12,2025-03,51
4874,2022-04,2025-01,33
8039,2021-05,2023-11,29
1131,2021-04,2021-04,0
5623,2020-10,2020-10,0
5059,2020-02,2020-02,0
9376,2021-09,2021-09,0
2884,2020-07,2020-07,0
5052,2022-04,2022-04,0
4250,2021-05,2023-06,25
9230,2021-01,2021-03,2
3436,2021-07,2021-07,0
7574,2022-05,2023-06,13
3395,2021-11,2021-11,0
4270,2020-03,2022-01,21
7231,2024-02,2024-02,0
4791,2020-09,2023-09,36
8851,2020-03,2020-03,0
1846,2023-08,2023-08,0
6956,2020-07,2020-07,0
7849,2022-01,2022-01,0
3977,2021-01,2023-07,30
6269,2020-09,2024-07,46
5590,2022-04,2022-04,0
8059,2024-07,2024-07,0
6956,2020-07,2021-03,7
2587,2024-09,2024-09,0
3134,2025-03,2025-03,0
6920,2022-05,2022-05,0
9664,2021-10,2022-11,13
5521,2021-01,2021-01,0
2429,2020-08,2020-08,0
2971,2021-07,2024-06,35
4120,2020-06,2025-01,54
2616,2020-05,2020-05,0
6618,2021-06,2024-07,37
4309,2020-08,2022-01,17
1717,2021-10,2021-10,0
5137,2022-08,2022-08,0
6690,2020-04,2020-04,0
2923,2022-09,2024-01,15
8910,2021-12,2023-02,13
1358,2020-06,2020-06,0
3112,2022-04,2022-04,0
1996,2021-11,2023-03,15
4116,2021-06,2021-06,0
9110,2022-11,2023-08,8
2228,2023-05,2023-06,0
7293,2021-06,2024-02,32
7567,2020-01,2022-09,31
4015,2021-04,2021-04,0
4568,2020-12,2023-05,29
9401,2023-07,2023-07,0
9602,2020-06,2022-09,26
5855,2025-04,2025-04,0
2951,2020-10,2022-08,22
9741,2021-12,2022-02,1
3427,2021-01,2021-01,0
3178,2023-02,2023-02,0
5079,2020-05,2025-04,58
9758,2022-08,2022-08,0
6692,2020-03,2020-03,0
6317,2020-06,2023-07,37
9999,2021-11,2021-11,0
7690,2024-03,2025-04,12
6318,2020-02,2024-01,47
1170,2020-08,2020-08,0
5582,2020-11,2022-12,24
9804,2020-05,2024-09,51
2743,2020-02,2020-02,0
7258,2020-09,2020-09,0
4377,2024-05,2024-12,7
6312,2023-08,2023-08,0
7479,2021-11,2023-07,20
8109,2022-12,2022-12,0
2535,2021-06,2021-06,0
4031,2021-05,2022-03,10
4094,2021-11,2021-11,0
3955,2020-09,2020-09,0
6081,2022-06,2022-06,0
7458,2020-10,2020-10,0
2137,2021-08,2021-08,0
5018,2022-08,2022-08,0
7594,2021-07,2024-12,41
3249,2020-11,2025-01,49
2633,2021-03,2023-12,32
2802,2020-11,2020-11,0
1716,2020-01,2020-05,4
5385,2022-01,2025-03,37
1221,2022-09,2023-01,3
2742,2022-09,2022-09,0
2392,2020-04,2020-04,0
8279,2020-09,2020-09,0
6435,2020-01,2023-08,42
1915,2021-04,2021-04,0
9906,2020-10,2020-10,0
2684,2021-10,2022-09,10
9381,2021-04,2021-04,0
3323,2020-10,2020-10,0
1393,2022-09,2022-09,0
3414,2020-02,2021-10,19
4700,2020-06,2022-03,20
7303,2021-04,2024-11,42
2841,2020-07,2020-07,0
4678,2020-10,2020-10,0
6854,2021-01,2021-01,0
2939,2020-05,2023-12,43
1710,2020-03,2023-09,41
8022,2021-07,2021-07,0
3971,2020-06,2020-06,0
5940,2021-06,2021-06,0
6707,2023-03,2023-03,0
9179,2020-11,2023-06,31
2251,2020-03,2020-11,7
3401,2024-03,2024-03,0
8318,2021-06,2021-06,0
2102,2020-02,2020-02,0
5562,2021-03,2021-11,7
3089,2021-06,2021-06,0
6777,2020-04,2020-04,0
8885,2020-03,2020-03,0
6463,2020-09,2024-02,40
5028,2020-06,2020-06,0
9144,2022-06,2022-06,0
9724,2020-03,2020-03,0
7301,2021-06,2024-08,37
7911,2021-06,2021-06,0
4593,2020-12,2020-12,0
6926,2020-08,2025-02,54
6937,2023-07,2023-07,0
2804,2020-06,2020-06,0
6912,2021-12,2021-12,0
5828,2023-02,2023-11,8
7898,2022-11,2022-11,0
1915,2021-04,2023-12,31
3344,2021-03,2021-03,0
7958,2021-12,2023-06,17
2736,2022-02,2022-02,0
8812,2020-06,2023-04,34
1494,2022-08,2025-04,31
2294,2022-08,2022-08,0
7823,2023-09,2025-02,17
8696,2020-09,2020-09,0
9641,2024-11,2024-11,0
8703,2020-09,2020-09,0
8274,2020-08,2020-08,0
1216,2020-04,2020-04,0
1983,2021-10,2023-10,23
3843,2020-01,2022-08,30
7494,2022-10,2022-10,0
8443,2021-07,2021-07,0
9222,2022-07,2023-08,13
7941,2021-10,2021-10,0
2506,2022-11,2023-07,7
4471,2021-04,2022-04,12
4586,2020-11,2025-03,52
2264,2023-03,2023-03,0
8821,2020-02,2020-02,0
7637,2021-11,2024-05,30
1895,2020-08,2024-04,44
7950,2021-06,2022-07,13
2710,2020-01,2020-01,0
6496,2021-11,2023-04,17
3666,2020-05,2020-05,0
4471,2021-04,2021-04,0
4075,2021-05,2022-01,8
1530,2022-03,2024-10,31
1735,2020-02,2020-02,0
1748,2024-02,2024-02,0
6056,2020-02,2020-02,0
5626,2024-01,2024-01,0
4192,2022-08,2022-08,0
6830,2022-02,2023-11,20
2595,2020-07,2023-09,37
9250,2022-05,2023-04,11
1388,2020-02,2020-02,0
8814,2021-05,2021-05,0
5753,2020-04,2021-06,14
8587,2024-03,2024-03,0
2528,2020-02,2020-02,0
4533,2021-08,2021-08,0
3307,2020-11,2022-09,21
9218,2024-01,2024-04,2
9573,2020-02,2020-02,0
8331,2021-12,2021-12,0
5765,2022-02,2024-10,32
1655,2024-12,2024-12,0
7350,2020-07,2020-07,0
2228,2023-05,2023-05,0
9151,2024-06,2024-09,2
3336,2021-11,2021-12,1
9964,2021-10,2023-09,23
9174,2021-02,2023-05,27
3780,2021-06,2023-08,25
2116,2020-05,2022-08,26
6789,2023-01,2023-01,0
8548,2020-10,2021-05,7
5194,2021-06,2025-03,45
3301,2022-10,2022-10,0
8999,2020-03,2021-07,16
7568,2021-01,2021-01,0
3113,2020-05,2022-09,27
6138,2024-03,2024-03,0
7769,2022-02,2022-02,0
1699,2021-12,2021-12,0
1934,2020-09,2022-03,18
1130,2021-06,2021-09,3
5762,2021-12,2022-06,6
7541,2020-08,2024-12,51
7360,2020-05,2020-05,0
2531,2020-01,2020-06,4
9767,2024-06,2024-12,5
2787,2022-06,2024-08,25
2775,2020-08,2020-08,0
8096,2020-10,2025-01,50
2056,2024-05,2024-05,0
8967,2020-05,2020-05,0
8802,2020-08,2025-02,53
1627,2021-05,2021-05,0
3384,2020-03,2022-05,25
1513,2020-12,2021-06,5
2022,2020-09,2023-10,37
8046,2022-02,2022-05,2
1886,2020-08,2020-09,0
7929,2021-11,2021-11,0
3885,2020-11,2023-11,36
5487,2024-06,2024-06,0
8396,2020-01,2020-01,0
4507,2020-01,2020-01,0
4015,2021-04,2023-02,21
8021,2023-04,2023-04,0
3695,2023-07,2023-08,1
8890,2020-11,2021-08,9
3632,2021-01,2021-01,0
6811,2021-08,2021-08,0
7375,2023-02,2023-02,0
4253,2025-04,2025-04,0
3369,2021-04,2021-04,0
6185,2022-09,2022-12,3
3416,2020-03,2020-03,0
2861,2020-01,2024-01,48
7658,2020-08,2020-08,0
1060,2021-09,2021-09,0
8361,2020-03,2025-01,58
2596,2020-06,2020-06,0
4074,2020-08,2020-08,0
3721,2020-12,2022-04,15
6703,2021-07,2022-11,16
1235,2021-05,2022-04,10
1265,2022-07,2023-09,13
9226,2020-10,2021-03,5
9177,2020-12,2022-03,15
7783,2020-05,2020-05,0
9887,2022-11,2023-07,8
2857,2021-03,2021-03,0
8018,2022-12,2022-12,0
3664,2024-02,2024-08,6
5669,2020-08,2024-02,42
8167,2020-07,2020-07,0
2625,2022-02,2024-09,31
2468,2020-06,2022-08,25
7738,2020-12,2020-12,0
9924,2021-02,2023-11,33
9247,2020-04,2020-04,0
5749,2021-08,2024-01,29
4651,2021-09,2022-12,14
7243,2021-06,2021-06,0
3038,2022-07,2025-01,30
7765,2022-02,2025-03,36
7484,2021-06,2021-06,0
4668,2023-04,2023-04,0
5333,2020-08,2020-08,0
4957,2020-11,2024-06,42
1535,2020-04,2020-04,0
7134,2021-09,2021-09,0
6201,2020-01,2022-02,24
8045,2020-11,2024-05,41
4156,2021-05,2021-05,0
1845,2022-03,2023-10,18
8030,2022-05,2022-05,0
7396,2021-09,2021-09,0
7604,2022-04,2022-04,0
3595,2020-12,2020-12,0
3069,2020-02,2020-10,8
7422,2023-05,2023-05,0
5263,2020-12,2020-12,0
6282,2023-06,2023-06,0
1420,2020-04,2020-07,3
3507,2020-04,2022-08,28
9907,2020-07,2025-01,53
7265,2020-01,2024-07,53
3138,2020-09,2020-09,0
6867,2020-07,2020-07,0
4633,2020-11,2020-11,0
5018,2022-08,2023-09,12
5267,2021-06,2022-12,17
2359,2020-12,2020-12,0
1379,2021-06,2023-11,29
2694,2022-07,2022-07,0
3010,2022-12,2022-12,0
5292,2022-05,2022-05,0
2267,2020-05,2021-05,12
4407,2021-01,2021-04,3
1359,2021-06,2021-06,0
2250,2020-04,2024-05,48
7148,2020-01,2024-07,53
8387,2022-09,2022-09,0
5894,2024-12,2024-12,0
1515,2021-06,2024-11,40
6681,2020-07,2024-07,48
9953,2022-10,2023-02,3
5169,2020-12,2024-11,46
1484,2020-06,2020-08,1
9384,2021-02,2024-01,35
6978,2021-10,2021-10,0
1483,2021-08,2022-08,11
2367,2021-10,2024-10,35
5384,2023-12,2023-12,0
2506,2022-11,2022-11,0
5822,2023-07,2023-07,0
8144,2020-05,2023-01,32
4163,2022-03,2022-03,0
5605,2020-01,2020-01,0
6105,2020-02,2022-07,29
8992,2020-12,2023-09,33
7942,2022-05,2022-05,0
6222,2023-06,2023-06,0
7275,2024-01,2024-01,0
6782,2021-10,2024-05,31
2052,2021-05,2021-05,0
9378,2020-10,2023-06,31
5808,2022-01,2022-06,4
9691,2020-10,2021-01,2
2878,2025-03,2025-03,0
8035,2022-06,2023-10,16
5019,2021-04,2024-03,35
7089,2020-09,2021-07,9
3003,2020-11,2020-11,0
1178,2022-10,2022-10,0
8624,2021-03,2023-11,31
4811,2021-12,2021-12,0
5646,2020-11,2024-04,41
4562,2021-11,2022-11,12
2225,2020-01,2020-01,0
7909,2021-08,2022-02,5
6206,2020-05,2020-05,0
4229,2022-04,2022-08,3
9169,2021-12,2021-12,0
7901,2020-04,2020-04,0
3803,2023-02,2023-04,2
7272,2020-06,2023-05,35
5670,2021-03,2022-10,18
1076,2020-06,2020-06,0
3147,2022-06,2022-06,0
1606,2020-04,2020-04,0
1640,2020-01,2023-01,35
2137,2021-08,2023-06,21
5931,2024-02,2024-02,0
7559,2020-01,2020-01,0
9090,2021-11,2021-11,0
5889,2021-08,2024-08,36
9082,2020-03,2020-03,0
7126,2020-07,2020-07,0
1479,2025-02,2025-02,0
3273,2020-03,2020-03,0
8138,2021-11,2021-11,0
4131,2023-08,2023-08,0
9807,2023-05,2023-05,0
1860,2021-06,2021-07,0
2815,2020-01,2022-08,30
2229,2020-04,2020-10,5
7218,2020-03,2020-03,0
3257,2020-04,2022-06,25
3069,2020-02,2021-02,11
7771,2023-07,2024-10,14
3004,2023-02,2023-02,0
8830,2021-09,2021-09,0
6274,2021-11,2023-02,14
4700,2020-06,2020-06,0
2356,2020-08,2020-08,0
4373,2020-01,2021-08,18
9103,2024-03,2024-03,0
4541,2021-02,2024-11,45
4078,2020-07,2020-07,0
4418,2023-02,2023-02,0
9420,2022-05,2024-08,27
8438,2023-02,2023-11,9
2731,2025-01,2025-01,0
6957,2020-02,2022-05,26
9412,2022-06,2023-06,12
4079,2021-05,2024-10,41
3690,2020-09,2023-05,31
2672,2024-01,2024-01,0
2805,2020-09,2022-04,18
4064,2024-07,2024-07,0
9698,2020-03,2023-08,40
2938,2020-09,2020-09,0
6806,2022-02,2022-02,0
7503,2020-09,2020-09,0
6467,2020-05,2020-12,7
7058,2021-04,2021-04,0
7267,2020-08,2020-08,0
4177,2020-09,2022-11,25
3894,2020-08,2020-08,0
9087,2021-11,2021-11,0
1817,2021-01,2021-01,0
4597,2024-07,2024-07,0
5361,2021-03,2021-03,0
2655,2021-08,2024-02,30
7628,2022-10,2022-10,0
4602,2024-04,2024-06,1
5395,2021-05,2021-05,0
4335,2020-03,2022-06,26
5718,2020-05,2023-01,32
4032,2020-06,2021-07,13
8811,2021-03,2021-03,0
4909,2020-07,2021-05,9
2137,2021-08,2022-05,9
8458,2020-03,2021-06,15
8775,2021-11,2021-11,0
3908,2022-01,2022-01,0
3797,2022-09,2022-09,0
6769,2021-11,2021-11,0
1016,2020-09,2020-09,0
8742,2021-09,2022-02,4
5762,2021-12,2022-04,4
9243,2020-01,2022-01,23
2538,2025-02,2025-02,0
6499,2020-03,2020-03,0
6747,2020-09,2020-09,0
8970,2023-10,2023-10,0
1222,2024-02,2024-02,0
6467,2020-05,2020-05,0
8935,2020-08,2020-08,0
9508,2023-10,2023-10,0
3423,2023-10,2024-03,5
3320,2020-01,2020-10,8
5003,2020-04,2020-04,0
8056,2020-10,2020-10,0
2462,2020-09,2022-11,25
2768,2021-10,2021-10,0
9927,2024-09,2024-09,0
9632,2020-09,2023-06,32
6715,2021-03,2021-10,6
7836,2023-08,2023-08,0
6067,2020-06,2022-04,22
9520,2021-10,2021-10,0
3014,2020-04,2020-04,0
6685,2020-08,2020-08,0
9174,2021-02,2021-02,0
8640,2024-09,2024-09,0
5747,2020-05,2020-05,0
3664,2024-02,2024-03,0
2058,2021-03,2021-03,0
8436,2021-04,2021-08,4
3022,2020-02,2021-12,21
1083,2020-05,2020-05,0
1010,2020-07,2023-12,41
6737,2021-07,2021-07,0
3540,2021-08,2021-08,0
5434,2021-08,2021-08,0
4223,2022-05,2023-08,15
5764,2021-06,2024-05,34
6810,2020-02,2024-01,46
7328,2020-03,2022-12,33
5280,2021-05,2023-12,31
6091,2021-12,2024-08,31
6283,2025-02,2025-02,0
4268,2021-04,2023-05,25
4268,2021-04,2021-12,8
5871,2025-03,2025-03,0
8555,2021-02,2023-06,28
8158,2022-09,2025-01,27
8240,2021-03,2023-02,23
6858,2021-03,2023-04,24
8643,2021-02,2021-02,0
8557,2021-06,2021-06,0
1432,2021-10,2024-03,29
2448,2020-03,2021-12,21
5954,2020-08,2020-08,0
9391,2021-07,2024-02,30
9900,2020-08,2024-10,50
1877,2023-12,2023-12,0
3063,2021-06,2021-06,0
8582,2022-07,2022-07,0
8540,2020-01,2020-01,0
1896,2022-12,2022-12,0
2753,2020-10,2025-03,53
5760,2020-08,2021-02,5
6428,2020-12,2023-10,34
9369,2021-02,2025-01,46
4359,2020-02,2020-02,0
9115,2020-01,2024-05,51
3535,2020-08,2023-10,38
1105,2020-02,2021-07,16
4288,2022-03,2022-03,0
3507,2020-04,2020-07,3
9516,2020-06,2023-04,33
2697,2020-10,2022-05,19
8271,2020-04,2024-01,44
5913,2020-04,2022-03,22
4849,2024-10,2024-10,0
5264,2020-03,2022-02,23
8194,2022-03,2022-06,2
3018,2022-02,2022-02,0
1354,2023-04,2024-06,13
4943,2022-08,2023-02,5
9956,2021-03,2021-08,4
5751,2022-09,2025-04,31
9076,2021-10,2024-05,30
7409,2022-02,2022-02,0
8601,2020-05,2020-05,0
3427,2021-01,2021-09,7
2968,2024-01,2024-01,0
5960,2021-01,2021-01,0
8282,2020-08,2022-08,23
3282,2020-05,2020-09,4
8509,2020-01,2021-06,16
6861,2022-03,2022-08,5
4453,2020-05,2020-05,0
9602,2020-06,2022-11,28
3858,2022-11,2024-09,22
6558,2022-07,2022-07,0
5560,2020-09,2020-09,0
5963,2021-03,2023-04,24
8925,2020-02,2021-03,13
3955,2020-09,2021-05,7
9608,2020-05,2020-05,0
6309,2021-06,2021-06,0
6703,2021-07,2024-10,38
2107,2021-07,2021-07,0
3607,2023-07,2023-07,0
2740,2022-05,2023-07,13
8805,2021-07,2021-07,0
4876,2021-10,2023-04,17
7292,2020-01,2020-01,0
2054,2020-07,2025-01,53
2875,2021-03,2021-03,0
2194,2021-03,2023-01,22
1482,2024-05,2024-05,0
2763,2021-06,2025-04,46
3182,2021-01,2021-01,0
4272,2022-04,2023-06,13
8168,2022-03,2022-03,0
4296,2020-05,2023-10,41
9659,2021-07,2021-07,0
2409,2022-01,2024-09,32
2576,2024-12,2024-12,0
1085,2021-07,2022-05,10
9955,2020-05,2023-01,32
4036,2020-07,2024-04,45
9653,2022-12,2025-03,26
8761,2022-06,2022-06,0
3258,2021-02,2021-02,0
8004,2021-11,2022-12,12
2280,2023-04,2023-04,0
5886,2021-07,2021-07,0
4777,2020-02,2020-02,0
6421,2021-05,2021-05,0
5118,2020-07,2020-07,0
2113,2020-02,2020-02,0
5719,2021-01,2025-04,50
4955,2020-01,2024-12,58
9192,2020-12,2025-03,51
1928,2020-01,2020-06,5
8716,2020-06,2020-06,0
1491,2021-11,2021-11,0
5274,2024-07,2024-07,0
3282,2020-05,2020-12,7
6400,2020-01,2023-02,37
2021,2023-05,2023-05,0
1579,2020-10,2020-10,0
7819,2020-01,2020-01,0
2320,2020-02,2023-11,44
3121,2020-02,2020-02,0
2704,2025-04,2025-04,0
4690,2020-05,2020-05,0
8824,2021-01,2023-02,25
1351,2021-03,2023-04,25
4214,2021-02,2021-02,0
1296,2023-03,2025-04,24
7342,2022-09,2024-08,22
3051,2021-01,2021-01,0
3257,2020-04,2024-02,45
7024,2020-04,2024-08,51
8152,2024-07,2024-07,0
4801,2020-02,2021-01,11
4721,2021-01,2021-01,0
1750,2021-01,2025-04,51
5094,2022-04,2022-04,0
1928,2020-01,2020-01,0
5630,2022-06,2023-09,15
5001,2025-01,2025-01,0
7517,2020-03,2020-03,0
2258,2020-01,2020-01,0
4372,2021-04,2021-04,0
6848,2021-04,2021-04,0
8266,2023-11,2023-11,0
5795,2020-11,2021-06,7
9631,2020-04,2020-04,0
9870,2020-03,2020-03,0
6679,2020-11,2021-05,5
8966,2025-01,2025-01,0
3246,2020-01,2021-08,18
4777,2020-02,2021-06,15
4453,2020-05,2023-04,34
3325,2020-07,2020-07,0
8213,2022-11,2022-11,0
2871,2020-07,2020-07,0
5428,2021-07,2021-09,2
5921,2020-07,2022-11,28
1978,2020-04,2020-04,0
7290,2021-07,2021-10,3
7302,2024-11,2024-11,0
4370,2020-08,2020-08,0
8062,2021-09,2023-05,19
5999,2020-08,2020-08,0
1425,2021-01,2021-01,0
5301,2023-11,2025-02,15
4547,2021-02,2022-02,12
8111,2020-05,2020-05,0
1935,2023-03,2023-03,0
7358,2020-01,2020-01,0
5709,2020-09,2020-09,0
8594,2021-07,2024-12,40
9501,2020-09,2020-09,0
8656,2020-06,2024-06,48
3160,2021-02,2021-02,0
5495,2024-07,2024-07,0
9893,2020-12,2021-12,12
7465,2020-08,2025-04,55
6926,2020-08,2024-01,41
1202,2020-01,2020-01,0
6259,2022-11,2022-11,0
8271,2020-04,2023-01,32
1145,2021-01,2021-01,0
8867,2021-05,2021-05,0
4569,2020-12,2020-12,0
2303,2021-01,2021-01,0
6145,2022-02,2023-07,17
3945,2023-11,2025-02,14
5252,2020-06,2021-09,15
4726,2020-01,2023-09,43
1812,2023-12,2023-12,0
1630,2020-08,2020-08,0
8214,2021-07,2024-12,41
4734,2020-12,2024-02,37
5244,2020-11,2021-07,7
6789,2023-01,2023-05,3
4845,2021-06,2021-06,0
9305,2022-09,2024-07,22
2268,2021-01,2021-04,2
7084,2024-08,2024-11,3
7815,2020-03,2020-03,0
5638,2020-11,2020-11,0
6902,2020-07,2022-07,23
7139,2022-08,2025-01,28
1510,2021-03,2022-11,20
5765,2022-02,2022-02,0
1418,2021-11,2023-09,21
6129,2020-02,2020-02,0
9326,2024-12,2024-12,0
6636,2020-05,2020-05,0
1534,2023-09,2023-09,0
7243,2021-06,2022-04,10
2285,2022-10,2023-09,10
9249,2024-05,2024-05,0
