cohort_month,order_month,month_number,retained_customers
2020-10,2020-12,2,2
2020-10,2021-01,2,2
2020-10,2021-01,3,1
2020-10,2021-02,3,5
2020-10,2021-02,4,2
2020-10,2021-03,4,5
2020-10,2021-03,5,3
2020-10,2021-04,5,4
2020-10,2021-04,6,1
2020-10,2021-05,6,3
2020-10,2021-05,7,2
2020-10,2021-06,7,1
2020-10,2021-06,8,3
2020-10,2021-07,8,1
2020-10,2021-07,9,2
2020-10,2021-08,9,1
2020-10,2021-08,10,2
2020-10,2021-09,10,3
2020-10,2021-09,11,1
2020-10,2021-10,12,5
2020-10,2021-11,12,3
2020-10,2021-11,13,2
2020-10,2021-12,13,3
2020-10,2021-12,14,6
2020-10,2022-01,14,1
2020-10,2022-01,15,3
2020-10,2022-02,15,1
2020-10,2022-02,16,4
2020-10,2022-03,16,2
2020-10,2022-03,17,1
2020-10,2022-04,17,3
2020-10,2022-04,18,2
2020-10,2022-05,18,3
2020-10,2022-05,19,2
2020-10,2022-06,20,4
2020-10,2022-07,20,4
2020-10,2022-07,21,1
2020-10,2022-08,22,2
2020-10,2022-09,22,1
2020-10,2022-10,23,2
2020-10,2022-10,24,4
2020-10,2022-11,24,1
2020-10,2022-11,25,1
2020-10,2022-12,25,2
2020-10,2022-12,26,1
2020-10,2023-01,26,6
2020-10,2023-01,27,3
2020-10,2023-02,27,7
2020-10,2023-02,28,2
2020-10,2023-03,29,3
2020-10,2023-04,29,4
2020-10,2023-04,30,1
2020-10,2023-05,30,1
2020-10,2023-05,31,5
2020-10,2023-06,31,3
2020-10,2023-07,32,4
2020-10,2023-07,33,2
2020-10,2023-08,34,1
2020-10,2023-09,34,1
2020-10,2023-09,35,1
2020-10,2023-10,36,3
2020-10,2023-11,36,4
2020-10,2023-11,37,3
2020-10,2024-01,38,3
2020-10,2024-01,39,4
2020-10,2024-02,40,2
2020-10,2024-03,40,3
2020-10,2024-03,41,1
2020-10,2024-04,41,2
2020-10,2024-04,42,2
2020-10,2024-05,42,4
2020-10,2024-05,43,1
2020-10,2024-06,43,2
2020-10,2024-06,44,3
2020-10,2024-07,44,4
2020-10,2024-07,45,3
2020-10,2024-08,45,1
2020-10,2024-08,46,1
2020-10,2024-10,47,1
2020-10,2024-11,48,1
2020-10,2024-12,50,2
2020-10,2025-01,50,3
2020-10,2025-01,51,4
2020-10,2025-02,51,1
2020-10,2025-02,52,2
2020-10,2025-03,52,3
2020-10,2025-03,53,5
2020-10,2025-04,53,3
2020-11,2020-11,0,174
2020-11,2020-12,0,1
2020-11,2021-01,1,1
2020-11,2021-01,2,1
2020-11,2021-02,2,2
2020-11,2021-02,3,4
2020-11,2021-03,3,2
2020-11,2021-03,4,1
2020-11,2021-04,4,3
2020-11,2021-04,5,3
2020-11,2021-05,5,5
2020-11,2021-05,6,1
2020-11,2021-06,6,1
2020-11,2021-06,7,5
2020-11,2021-07,7,3
2020-11,2021-07,8,2
2020-11,2021-08,8,3
2020-11,2021-08,9,5
2020-11,2021-09,9,5
2020-11,2021-09,10,2
2020-11,2021-10,10,3
2020-11,2021-10,11,2
2020-11,2021-11,11,3
2020-11,2021-11,12,5
2020-11,2021-12,12,1
2020-11,2021-12,13,4
2020-11,2022-01,13,2
2020-11,2022-02,14,2
2020-11,2022-02,15,1
2020-11,2022-03,15,3
2020-11,2022-03,16,3
2020-11,2022-04,16,3
2020-11,2022-04,17,2
2020-11,2022-05,17,3
2020-11,2022-05,18,2
2020-11,2022-06,18,4
2020-11,2022-06,19,3
2020-11,2022-07,19,4
2020-11,2022-07,20,3
2020-11,2022-08,20,4
2020-11,2022-08,21,3
2020-11,2022-09,21,1
2020-11,2022-09,22,5
2020-11,2022-10,22,1
2020-11,2022-10,23,2
2020-11,2022-11,23,4
2020-11,2022-11,24,2
2020-11,2022-12,24,3
2020-11,2022-12,25,2
2020-11,2023-01,25,3
2020-11,2023-01,26,3
2020-11,2023-02,27,2
2020-11,2023-03,27,2
2020-11,2023-03,28,1
2020-11,2023-04,28,4
2020-11,2023-04,29,4
2020-11,2023-05,30,2
2020-11,2023-06,31,3
2020-11,2023-07,31,5
2020-11,2023-07,32,1
2020-11,2023-08,32,2
2020-11,2023-08,33,4
2020-11,2023-09,33,1
2020-11,2023-09,34,2
2020-11,2023-10,34,2
2020-11,2023-10,35,3
2020-11,2023-11,35,2
2020-11,2023-11,36,2
2020-11,2023-12,36,4
2020-11,2023-12,37,5
2020-11,2024-01,37,4
2020-11,2024-01,38,1
2020-11,2024-02,38,5
2020-11,2024-02,39,3
2020-11,2024-03,39,2
2020-11,2024-03,40,3
2020-11,2024-04,40,1
2020-11,2024-04,41,3
2020-11,2024-05,41,3
2020-11,2024-06,42,1
2020-11,2024-06,43,3
2020-11,2024-07,43,1
2020-11,2024-07,44,2
2020-11,2024-08,44,1
2020-11,2024-08,45,1
2020-11,2024-09,45,1
2020-11,2024-10,46,1
2020-11,2024-10,47,4
2020-11,2024-11,47,2
2020-11,2024-11,48,1
2020-11,2024-12,49,2
2020-11,2025-01,49,1
2020-11,2025-01,50,3
2020-11,2025-02,50,2
2020-11,2025-03,51,3
2020-11,2025-03,52,3
2020-11,2025-04,52,4
2020-12,2020-12,0,198
2020-12,2021-01,0,3
2020-12,2021-01,1,5
2020-12,2021-02,1,1
2020-12,2021-02,2,2
2020-12,2021-03,2,4
2020-12,2021-03,3,5
2020-12,2021-04,3,1
2020-12,2021-04,4,4
2020-12,2021-05,4,1
2020-12,2021-05,5,2
2020-12,2021-06,5,5
2020-12,2021-06,6,2
2020-12,2021-07,6,5
2020-12,2021-07,7,2
2020-12,2021-08,7,2
2020-12,2021-08,8,5
2020-12,2021-09,8,1
2020-12,2021-09,9,1
2020-12,2021-10,10,4
2020-12,2021-11,10,5
2020-12,2021-11,11,2
2020-12,2021-12,11,3
2020-12,2021-12,12,1
2020-12,2022-01,12,2
2020-12,2022-01,13,1
2020-12,2022-02,13,1
2020-12,2022-02,14,3
2020-12,2022-03,14,5
2020-12,2022-03,15,4
2020-12,2022-04,15,2
2020-12,2022-04,16,5
2020-12,2022-05,16,2
2020-12,2022-05,17,1
2020-12,2022-06,17,4
2020-12,2022-06,18,2
2020-12,2022-07,18,2
2020-12,2022-07,19,2
2020-12,2022-08,19,2
2020-12,2022-08,20,4
2020-12,2022-09,21,2
2020-12,2022-10,22,2
2020-12,2022-11,22,2
2020-12,2022-11,23,2
2020-12,2022-12,23,2
2020-12,2022-12,24,2
2020-12,2023-01,24,2
2020-12,2023-01,25,3
2020-12,2023-02,25,3
2020-12,2023-02,26,2
2020-12,2023-03,26,3
2020-12,2023-03,27,4
2020-12,2023-04,27,3
2020-12,2023-04,28,1
2020-12,2023-05,28,2
2020-12,2023-05,29,4
2020-12,2023-06,29,3
2020-12,2023-06,30,2
2020-12,2023-07,30,1
2020-12,2023-07,31,1
2020-12,2023-08,31,2
2020-12,2023-08,32,3
2020-12,2023-09,32,1
2020-12,2023-09,33,6
2020-12,2023-10,33,2
2020-12,2023-10,34,2
2020-12,2023-11,34,7
2020-12,2023-11,35,3
2020-12,2023-12,35,2
2020-12,2023-12,36,2
2020-12,2024-01,36,3
2020-12,2024-01,37,5
2020-12,2024-02,37,3
2020-12,2024-02,38,4
2020-12,2024-03,38,2
2020-12,2024-03,39,3
2020-12,2024-04,39,2
2020-12,2024-04,40,4
2020-12,2024-05,40,1
2020-12,2024-05,41,4
2020-12,2024-06,41,4
2020-12,2024-06,42,1
2020-12,2024-07,42,1
2020-12,2024-07,43,3
2020-12,2024-08,43,3
2020-12,2024-08,44,2
2020-12,2024-09,44,2
2020-12,2024-09,45,1
2020-12,2024-10,45,2
2020-12,2024-10,46,1
2020-12,2024-11,46,3
2020-12,2024-12,48,2
2020-12,2025-01,48,2
2020-12,2025-01,49,2
2020-12,2025-02,49,3
2020-12,2025-02,50,2
2020-12,2025-03,51,5
2020-12,2025-04,51,3
2020-12,2025-04,52,4
2021-01,2021-01,0,164
2021-01,2021-02,0,1
2021-01,2021-02,1,3
2021-01,2021-03,1,2
2021-01,2021-03,2,4
2021-01,2021-04,2,3
2021-01,2021-04,3,4
2021-01,2021-05,3,3
2021-01,2021-05,4,1
2021-01,2021-06,4,1
2021-01,2021-07,5,1
2021-01,2021-08,6,4
2021-01,2021-08,7,1
2021-01,2021-09,7,6
2021-01,2021-09,8,3
2021-01,2021-10,8,2
2021-01,2021-10,9,5
2021-01,2021-11,9,3
2021-01,2021-11,10,4
2021-01,2021-12,10,3
2021-01,2021-12,11,2
2021-01,2022-01,11,2
2021-01,2022-01,12,1
2021-01,2022-02,12,2
2021-01,2022-03,13,3
2021-01,2022-03,14,3
2021-01,2022-04,14,2
2021-01,2022-04,15,2
2021-01,2022-05,15,3
2021-01,2022-05,16,1
2021-01,2022-06,16,2
2021-01,2022-06,17,1
2021-01,2022-07,17,1
2021-01,2022-07,18,2
2021-01,2022-08,18,1
2021-01,2022-08,19,1
2021-01,2022-09,19,6
2021-01,2022-09,20,3
2021-01,2022-10,20,4
2021-01,2022-10,21,1
2021-01,2022-11,21,1
2021-01,2022-11,22,4
2021-01,2022-12,22,3
2021-01,2023-01,23,3
2021-01,2023-01,24,1
2021-01,2023-02,24,3
2021-01,2023-02,25,4
2021-01,2023-03,25,2
2021-01,2023-04,26,1
2021-01,2023-04,27,1
2021-01,2023-05,27,2
2021-01,2023-05,28,2
2021-01,2023-06,28,2
2021-01,2023-06,29,4
2021-01,2023-07,29,1
2021-01,2023-07,30,2
2021-01,2023-08,30,4
2021-01,2023-08,31,4
2021-01,2023-09,31,3
2021-01,2023-09,32,2
2021-01,2023-10,32,7
2021-01,2023-11,33,2
2021-01,2023-11,34,1
2021-01,2023-12,34,4
2021-01,2023-12,35,3
2021-01,2024-01,36,1
2021-01,2024-02,36,1
2021-01,2024-02,37,1
2021-01,2024-03,37,2
2021-01,2024-03,38,3
2021-01,2024-04,38,1
2021-01,2024-04,39,3
2021-01,2024-05,39,3
2021-01,2024-05,40,3
2021-01,2024-06,40,3
2021-01,2024-06,41,2
2021-01,2024-07,41,4
2021-01,2024-07,42,1
2021-01,2024-08,42,1
2021-01,2024-08,43,2
2021-01,2024-09,43,3
2021-01,2024-09,44,3
2021-01,2024-10,44,1
2021-01,2024-10,45,2
2021-01,2024-11,45,1
2021-01,2024-11,46,3
2021-01,2024-12,46,3
2021-01,2025-01,47,3
2021-01,2025-01,48,1
2021-01,2025-02,48,2
2021-01,2025-02,49,1
2021-01,2025-03,49,1
2021-01,2025-03,50,1
2021-01,2025-04,50,3
2021-01,2025-04,51,2
2021-02,2021-02,0,142
2021-02,2021-03,1,1
2021-02,2021-04,1,1
2021-02,2021-04,2,2
2021-02,2021-05,3,1
2021-02,2021-06,3,3
2021-02,2021-07,4,3
2021-02,2021-07,5,2
2021-02,2021-08,5,1
2021-02,2021-08,6,4
2021-02,2021-09,7,3
2021-02,2021-10,7,3
2021-02,2021-10,8,1
2021-02,2021-11,9,1
2021-02,2021-12,9,1
2021-02,2021-12,10,2
2021-02,2022-01,10,1
2021-02,2022-01,11,2
2021-02,2022-02,11,1
2021-02,2022-02,12,3
2021-02,2022-03,12,1
2021-02,2022-03,13,1
2021-02,2022-04,13,3
2021-02,2022-04,14,1
2021-02,2022-05,14,1
2021-02,2022-05,15,2
2021-02,2022-06,15,1
2021-02,2022-06,16,2
2021-02,2022-07,16,3
2021-02,2022-07,17,3
2021-02,2022-08,17,2
2021-02,2022-08,18,4
2021-02,2022-09,18,5
2021-02,2022-09,19,1
2021-02,2022-10,19,3
2021-02,2022-10,20,2
2021-02,2022-11,20,2
2021-02,2022-11,21,4
2021-02,2022-12,21,4
2021-02,2022-12,22,4
2021-02,2023-01,22,1
2021-02,2023-01,23,3
2021-02,2023-02,23,2
2021-02,2023-03,24,1
2021-02,2023-03,25,1
2021-02,2023-04,26,2
2021-02,2023-05,26,1
2021-02,2023-05,27,8
2021-02,2023-06,27,3
2021-02,2023-06,28,5
2021-02,2023-07,28,2
2021-02,2023-07,29,2
2021-02,2023-08,29,2
2021-02,2023-08,30,5
2021-02,2023-09,30,2
2021-02,2023-09,31,3
2021-02,2023-10,31,3
2021-02,2023-10,32,1
2021-02,2023-11,33,3
2021-02,2023-12,33,5
2021-02,2024-01,34,1
2021-02,2024-01,35,4
2021-02,2024-02,35,2
2021-02,2024-02,36,1
2021-02,2024-03,36,4
2021-02,2024-04,37,1
2021-02,2024-05,38,3
2021-02,2024-05,39,3
2021-02,2024-06,39,2
2021-02,2024-06,40,1
2021-02,2024-07,40,1
2021-02,2024-07,41,2
2021-02,2024-08,41,3
2021-02,2024-08,42,2
2021-02,2024-09,42,1
2021-02,2024-09,43,3
2021-02,2024-10,43,2
2021-02,2024-10,44,1
2021-02,2024-11,44,1
2021-02,2024-11,45,2
2021-02,2024-12,45,1
2021-02,2024-12,46,2
2021-02,2025-01,46,3
2021-02,2025-01,47,2
2021-02,2025-02,47,2
2021-02,2025-02,48,2
2021-02,2025-03,49,4
2021-02,2025-04,49,2
2021-02,2025-04,50,1
2021-03,2021-03,0,155
2021-03,2021-04,0,1
2021-03,2021-04,1,1
2021-03,2021-05,2,1
2021-03,2021-06,2,1
2021-03,2021-06,3,2
2021-03,2021-07,3,2
2021-03,2021-07,4,1
2021-03,2021-08,4,2
2021-03,2021-08,5,2
2021-03,2021-09,5,1
2021-03,2021-09,6,2
2021-03,2021-10,6,4
2021-03,2021-11,7,4
2021-03,2021-11,8,2
2021-03,2021-12,8,1
2021-03,2021-12,9,2
2021-03,2022-01,9,1
2021-03,2022-01,10,3
2021-03,2022-02,10,1
2021-03,2022-02,11,3
2021-03,2022-03,11,1
2021-03,2022-03,12,1
2021-03,2022-04,12,1
2021-03,2022-04,13,2
2021-03,2022-05,14,3
2021-03,2022-06,14,5
2021-03,2022-06,15,3
2021-03,2022-07,15,2
2021-03,2022-07,16,5
2021-03,2022-08,16,2
2021-03,2022-08,17,4
2021-03,2022-09,17,1
2021-03,2022-09,18,6
2021-03,2022-10,18,6
2021-03,2022-10,19,4
2021-03,2022-11,19,3
2021-03,2022-11,20,2
2021-03,2022-12,20,5
2021-03,2022-12,21,3
2021-03,2023-01,21,3
2021-03,2023-01,22,4
2021-03,2023-02,22,2
2021-03,2023-02,23,1
2021-03,2023-03,23,2
2021-03,2023-03,24,3
2021-03,2023-04,24,3
2021-03,2023-04,25,2
2021-03,2023-05,25,2
2021-03,2023-05,26,1
2021-03,2023-06,26,4
2021-03,2023-06,27,2
2021-03,2023-07,27,3
2021-03,2023-07,28,4
2021-03,2023-08,28,1
2021-03,2023-08,29,2
2021-03,2023-09,29,2
2021-03,2023-09,30,1
2021-03,2023-10,30,1
2021-03,2023-10,31,2
2021-03,2023-11,31,1
2021-03,2023-12,32,3
2021-03,2023-12,33,1
2021-03,2024-01,33,4
2021-03,2024-01,34,1
2021-03,2024-02,34,2
2021-03,2024-02,35,2
2021-03,2024-03,36,4
2021-03,2024-04,36,2
2021-03,2024-04,37,2
2021-03,2024-05,37,1
2021-03,2024-05,38,2
2021-03,2024-06,38,2
2021-03,2024-06,39,4
2021-03,2024-07,40,2
2021-03,2024-08,40,3
2021-03,2024-08,41,1
2021-03,2024-09,41,2
2021-03,2024-09,42,5
2021-03,2024-10,42,3
2021-03,2024-10,43,3
2021-03,2024-11,44,3
2021-03,2024-12,44,2
2021-03,2024-12,45,3
2021-03,2025-01,45,2
2021-03,2025-01,46,2
2021-03,2025-02,46,3
2021-03,2025-02,47,2
2021-03,2025-03,47,3
2021-03,2025-03,48,1
2021-03,2025-04,48,3
2021-03,2025-04,49,2
2021-04,2021-04,0,156
2021-04,2021-05,0,2
2021-04,2021-05,1,5
2021-04,2021-06,1,2
2021-04,2021-06,2,2
2021-04,2021-07,2,3
2021-04,2021-07,3,3
2021-04,2021-08,3,2
2021-04,2021-08,4,3
2021-04,2021-09,4,2
2021-04,2021-09,5,3
2021-04,2021-10,5,1
2021-04,2021-10,6,1
2021-04,2021-11,6,3
2021-04,2021-11,7,3
2021-04,2021-12,7,3
2021-04,2021-12,8,3
2021-04,2022-01,8,1
2021-04,2022-01,9,1
2021-04,2022-02,10,1
2021-04,2022-03,10,2
2021-04,2022-03,11,1
2021-04,2022-04,12,1
2021-04,2022-05,12,1
2021-04,2022-05,13,3
2021-04,2022-06,13,2
2021-04,2022-06,14,2
2021-04,2022-07,14,1
2021-04,2022-07,15,2
2021-04,2022-08,15,3
2021-04,2022-08,16,2
2021-04,2022-09,16,1
2021-04,2022-09,17,2
2021-04,2022-10,17,1
2021-04,2022-11,18,4
2021-04,2022-11,19,4
2021-04,2022-12,19,1
2021-04,2022-12,20,1
2021-04,2023-01,20,1
2021-04,2023-01,21,2
2021-04,2023-02,21,4
2021-04,2023-02,22,4
2021-04,2023-03,22,1
2021-04,2023-04,23,1
2021-04,2023-05,24,1
2021-04,2023-05,25,2
2021-04,2023-06,25,3
2021-04,2023-07,26,1
2021-04,2023-07,27,1
2021-04,2023-08,27,1
2021-04,2023-08,28,2
2021-04,2023-09,28,1
2021-04,2023-09,29,2
2021-04,2023-10,29,3
2021-04,2023-10,30,3
2021-04,2023-11,31,1
2021-04,2023-12,31,4
2021-04,2023-12,32,2
2021-04,2024-01,32,2
2021-04,2024-01,33,1
2021-04,2024-02,34,2
2021-04,2024-03,34,3
2021-04,2024-03,35,3
2021-04,2024-04,35,2
2021-04,2024-04,36,3
2021-04,2024-05,36,2
2021-04,2024-05,37,3
2021-04,2024-06,38,2
2021-04,2024-07,38,3
2021-04,2024-08,39,2
2021-04,2024-09,40,3
2021-04,2024-09,41,6
2021-04,2024-10,41,1
2021-04,2024-10,42,3
2021-04,2024-11,42,3
2021-04,2024-12,43,4
2021-04,2025-01,44,2
2021-04,2025-01,45,1
2021-04,2025-02,45,1
2021-04,2025-02,46,1
2021-04,2025-03,46,1
2021-04,2025-03,47,1
2021-04,2025-04,47,4
2021-04,2025-04,48,2
2021-05,2021-05,0,145
2021-05,2021-06,0,1
2021-05,2021-06,1,2
2021-05,2021-07,2,2
2021-05,2021-08,2,1
2021-05,2021-09,3,3
2021-05,2021-09,4,1
2021-05,2021-10,5,2
2021-05,2021-11,5,1
2021-05,2021-11,6,5
2021-05,2021-12,6,2
2021-05,2021-12,7,2
2021-05,2022-01,7,1
2021-05,2022-01,8,3
2021-05,2022-02,8,2
2021-05,2022-02,9,2
2021-05,2022-03,9,1
2021-05,2022-03,10,3
2021-05,2022-04,10,4
2021-05,2022-04,11,2
2021-05,2022-05,11,2
2021-05,2022-05,12,1
2021-05,2022-06,13,1
2021-05,2022-07,13,3
2021-05,2022-07,14,1
2021-05,2022-08,14,1
2021-05,2022-08,15,1
2021-05,2022-09,15,4
2021-05,2022-09,16,2
2021-05,2022-10,16,1
2021-05,2022-10,17,1
2021-05,2022-11,18,1
2021-05,2022-12,19,1
2021-05,2023-01,19,2
2021-05,2023-01,20,2
2021-05,2023-02,20,3
2021-05,2023-03,21,1
2021-05,2023-03,22,2
2021-05,2023-04,23,3
2021-05,2023-05,23,5
2021-05,2023-05,24,1
2021-05,2023-06,24,2
2021-05,2023-06,25,1
2021-05,2023-07,25,4
2021-05,2023-07,26,2
2021-05,2023-08,26,1
2021-05,2023-08,27,1
2021-05,2023-09,27,2
2021-05,2023-09,28,1
2021-05,2023-10,29,1
2021-05,2023-11,29,2
2021-05,2023-11,30,4
2021-05,2023-12,30,1
2021-05,2023-12,31,2
2021-05,2024-01,32,3
2021-05,2024-02,32,3
2021-05,2024-02,33,1
2021-05,2024-03,34,1
2021-05,2024-04,35,3
2021-05,2024-05,36,1
2021-05,2024-06,37,3
2021-05,2024-07,37,4
2021-05,2024-07,38,2
2021-05,2024-08,38,2
2021-05,2024-08,39,5
2021-05,2024-09,39,4
2021-05,2024-09,40,1
2021-05,2024-10,41,1
2021-05,2024-11,41,5
2021-05,2024-11,42,3
2021-05,2024-12,42,1
2021-05,2024-12,43,1
2021-05,2025-01,43,2
2021-05,2025-01,44,1
2021-05,2025-02,44,1
2021-05,2025-03,45,1
2021-05,2025-03,46,2
2021-05,2025-04,46,1
2021-05,2025-04,47,3
2021-06,2021-06,0,181
2021-06,2021-07,0,4
2021-06,2021-07,1,5
2021-06,2021-08,1,2
2021-06,2021-08,2,2
2021-06,2021-09,2,1
2021-06,2021-09,3,6
2021-06,2021-10,3,1
2021-06,2021-10,4,1
2021-06,2021-11,4,5
2021-06,2021-11,5,4
2021-06,2021-12,6,1
2021-06,2022-01,6,2
2021-06,2022-01,7,1
2021-06,2022-02,8,1
2021-06,2022-03,8,5
2021-06,2022-03,9,6
2021-06,2022-04,9,2
2021-06,2022-04,10,4
2021-06,2022-05,10,3
2021-06,2022-05,11,2
2021-06,2022-06,11,1
2021-06,2022-07,12,2
2021-06,2022-07,13,6
2021-06,2022-08,13,1
2021-06,2022-09,14,1
2021-06,2022-09,15,2
2021-06,2022-10,15,4
2021-06,2022-10,16,3
2021-06,2022-11,16,1
2021-06,2022-11,17,2
2021-06,2022-12,17,4
2021-06,2022-12,18,4
2021-06,2023-01,18,4
2021-06,2023-01,19,2
2021-06,2023-02,19,1
2021-06,2023-02,20,1
2021-06,2023-03,20,3
2021-06,2023-03,21,3
2021-06,2023-04,21,1
2021-06,2023-04,22,1
2021-06,2023-05,22,3
2021-06,2023-05,23,3
2021-06,2023-06,23,3
2021-06,2023-06,24,1
2021-06,2023-07,25,4
2021-06,2023-08,25,4
2021-06,2023-08,26,2
2021-06,2023-09,26,1
2021-06,2023-09,27,2
2021-06,2023-10,27,5
2021-06,2023-10,28,2
2021-06,2023-11,28,2
2021-06,2023-11,29,5
2021-06,2023-12,29,2
2021-06,2023-12,30,1
2021-06,2024-01,30,2
2021-06,2024-01,31,2
2021-06,2024-02,32,1
2021-06,2024-03,32,2
2021-06,2024-03,33,4
2021-06,2024-04,33,1
2021-06,2024-04,34,3
2021-06,2024-05,34,3
2021-06,2024-05,35,3
2021-06,2024-06,35,2
2021-06,2024-06,36,1
2021-06,2024-07,36,1
2021-06,2024-07,37,2
2021-06,2024-08,37,2
2021-06,2024-08,38,2
2021-06,2024-09,38,4
2021-06,2024-09,39,5
2021-06,2024-10,40,2
2021-06,2024-11,40,3
2021-06,2024-11,41,4
2021-06,2024-12,41,2
2021-06,2024-12,42,3
2021-06,2025-01,42,1
2021-06,2025-01,43,3
2021-06,2025-02,43,5
2021-06,2025-02,44,2
2021-06,2025-03,44,1
2021-06,2025-03,45,5
2021-06,2025-04,45,1
2021-06,2025-04,46,4
2021-07,2021-07,0,126
2021-07,2021-08,1,3
2021-07,2021-09,2,2
2021-07,2021-10,2,1
2021-07,2021-10,3,3
2021-07,2021-11,3,3
2021-07,2021-11,4,1
2021-07,2021-12,4,2
2021-07,2021-12,5,1
2021-07,2022-01,5,2
2021-07,2022-01,6,3
2021-07,2022-03,8,2
2021-07,2022-04,8,1
2021-07,2022-04,9,4
2021-07,2022-05,9,2
2021-07,2022-05,10,2
2021-07,2022-06,10,2
2021-07,2022-06,11,1
2021-07,2022-07,11,2
2021-07,2022-07,12,2
2021-07,2022-08,12,1
2021-07,2022-08,13,1
2021-07,2022-09,13,1
2021-07,2022-09,14,5
2021-07,2022-10,14,3
2021-07,2022-10,15,3
2021-07,2022-11,15,2
2021-07,2022-11,16,3
2021-07,2022-12,16,2
2021-07,2023-01,17,2
2021-07,2023-01,18,2
2021-07,2023-02,19,2
2021-07,2023-03,19,3
2021-07,2023-04,20,1
2021-07,2023-05,21,1
2021-07,2023-05,22,2
2021-07,2023-06,22,1
2021-07,2023-07,23,3
2021-07,2023-07,24,2
2021-07,2023-08,24,1
2021-07,2023-08,25,1
2021-07,2023-09,25,3
2021-07,2023-10,27,2
2021-07,2023-11,27,1
2021-07,2023-11,28,1
2021-07,2023-12,28,2
2021-07,2023-12,29,1
2021-07,2024-01,29,3
2021-07,2024-01,30,3
2021-07,2024-02,30,4
2021-07,2024-02,31,1
2021-07,2024-03,31,1
2021-07,2024-03,32,2
2021-07,2024-04,32,2
2021-07,2024-04,33,2
2021-07,2024-05,33,4
2021-07,2024-05,34,4
2021-07,2024-06,35,1
2021-07,2024-07,35,3
2021-07,2024-08,37,1
2021-07,2024-09,37,1
2021-07,2024-10,38,4
2021-07,2024-10,39,1
2021-07,2024-11,39,2
2021-07,2024-11,40,3
2021-07,2024-12,40,2
2021-07,2024-12,41,2
2021-07,2025-01,41,1
2021-07,2025-01,42,1
2021-07,2025-02,42,1
2021-07,2025-03,43,1
2021-07,2025-04,44,3
2021-07,2025-04,45,3
2021-08,2021-08,0,143
2021-08,2021-09,0,2
2021-08,2021-09,1,1
2021-08,2021-10,1,1
2021-08,2021-11,2,4
2021-08,2021-11,3,3
2021-08,2021-12,3,3
2021-08,2021-12,4,4
2021-08,2022-01,4,1
2021-08,2022-01,5,1
2021-08,2022-02,5,2
2021-08,2022-02,6,1
2021-08,2022-03,6,2
2021-08,2022-03,7,2
2021-08,2022-04,7,4
2021-08,2022-04,8,1
2021-08,2022-05,8,2
2021-08,2022-05,9,6
2021-08,2022-06,10,1
2021-08,2022-07,10,3
2021-08,2022-07,11,3
2021-08,2022-08,11,1
2021-08,2022-08,12,6
2021-08,2022-09,13,1
2021-08,2022-10,13,6
2021-08,2022-10,14,2
2021-08,2022-11,14,2
2021-08,2022-11,15,3
2021-08,2022-12,15,2
2021-08,2022-12,16,4
2021-08,2023-01,16,3
2021-08,2023-01,17,1
2021-08,2023-02,17,1
2021-08,2023-02,18,1
2021-08,2023-03,19,4
2021-08,2023-04,19,3
2021-08,2023-04,20,2
2021-08,2023-05,20,1
2021-08,2023-05,21,2
2021-08,2023-06,21,2
2021-08,2023-06,22,4
2021-08,2023-07,23,2
2021-08,2023-08,23,2
2021-08,2023-08,24,1
2021-08,2023-09,24,1
2021-08,2023-09,25,3
2021-08,2023-10,25,1
2021-08,2023-10,26,2
2021-08,2023-11,26,2
2021-08,2023-11,27,5
2021-08,2023-12,28,1
2021-08,2024-01,28,3
2021-08,2024-01,29,4
2021-08,2024-02,29,1
2021-08,2024-02,30,4
2021-08,2024-03,30,3
2021-08,2024-03,31,1
2021-08,2024-04,32,3
2021-08,2024-05,33,2
2021-08,2024-06,34,2
2021-08,2024-07,34,1
2021-08,2024-07,35,3
2021-08,2024-08,36,3
2021-08,2024-09,37,3
2021-08,2024-10,37,1
2021-08,2024-10,38,1
2021-08,2024-11,39,2
2021-08,2024-12,39,3
2021-08,2024-12,40,1
2021-08,2025-01,40,2
2021-08,2025-02,42,5
2021-08,2025-03,42,2
2021-08,2025-03,43,3
2021-08,2025-04,43,2
2021-08,2025-04,44,3
2021-09,2021-09,0,149
2021-09,2021-10,0,3
2021-09,2021-10,1,2
2021-09,2021-11,2,1
2021-09,2021-12,3,2
2021-09,2022-01,3,3
2021-09,2022-02,4,4
2021-09,2022-02,5,3
2021-09,2022-03,5,2
2021-09,2022-03,6,8
2021-09,2022-04,6,2
2021-09,2022-04,7,1
2021-09,2022-05,7,2
2021-09,2022-05,8,4
2021-09,2022-06,9,4
2021-09,2022-08,10,4
2021-09,2022-08,11,1
2021-09,2022-09,11,3
2021-09,2022-09,12,1
2021-09,2022-10,13,6
2021-09,2022-11,13,2
2021-09,2022-11,14,4
2021-09,2022-12,14,3
2021-09,2022-12,15,3
2021-09,2023-01,15,2
2021-09,2023-01,16,2
2021-09,2023-02,16,1
2021-09,2023-02,17,2
2021-09,2023-03,18,4
2021-09,2023-04,18,2
2021-09,2023-04,19,1
2021-09,2023-05,19,1
2021-09,2023-05,20,5
2021-09,2023-06,21,3
2021-09,2023-07,21,2
2021-09,2023-07,22,5
2021-09,2023-08,22,1
2021-09,2023-08,23,3
2021-09,2023-09,23,1
2021-09,2023-09,24,3
2021-09,2023-10,25,2
